,Market Dataset,ecoinvent location,Market group location,Peak power (kWp),Installation,Technology,Placement,Build,Placement2
10547,"market for electricity, low voltage",IS,WEU, 3, facade , single-Si, panel, mounted, at building
10548,"market for electricity, low voltage",IS,WEU, 3, flat-roof , multi-Si, on roof,,
10549,"market for electricity, low voltage",IS,WEU, 3, flat-roof , single-Si, on roof,,
10550,"market for electricity, low voltage",IS,WEU, 3, slanted-roof , CIS, panel, mounted, on roof
10551,"market for electricity, low voltage",IS,WEU, 3, slanted-roof , CdTe, laminated, integrated, on roof
10552,"market for electricity, low voltage",IS,WEU, 3, slanted-roof , multi-Si, laminated, integrated, on roof
10553,"market for electricity, low voltage",IS,WEU, 3, slanted-roof , multi-Si, panel, mounted, on roof
10554,"market for electricity, low voltage",IS,WEU, 3, slanted-roof , single-Si, laminated, integrated, on roof
10555,"market for electricity, low voltage",IS,WEU, 3, slanted-roof , single-Si, panel, mounted, on roof
10556,"market for electricity, low voltage",IS,WEU, 3 , slanted-roof , CIS, laminated, integrated, on roof
10557,"market for electricity, low voltage",IS,WEU, 3 , slanted-roof , CdTe, panel, mounted, on roof
10558,"market for electricity, low voltage",IS,WEU, 3 , slanted-roof , micro-Si, laminated, integrated, on roof
10559,"market for electricity, low voltage",IS,WEU, 3 , slanted-roof , micro-Si, panel, mounted, on roof
10560,"market for electricity, low voltage",IS,WEU, 3, facade , multi-Si, laminated, integrated, at building
10561,"market for electricity, low voltage",IS,WEU, 3, facade , multi-Si, panel, mounted, at building
10562,"market for electricity, low voltage",IS,WEU, 3, facade , single-Si, laminated, integrated, at building
10563,"market for electricity, low voltage",IS,WEU, 3, facade , single-Si, panel, mounted, at building
10564,"market for electricity, low voltage",IS,WEU, 3, flat-roof , multi-Si, on roof,,
10565,"market for electricity, low voltage",IS,WEU, 3, flat-roof , single-Si, on roof,,
10566,"market for electricity, low voltage",IS,WEU, 3, slanted-roof , CIS, panel, mounted, on roof
10567,"market for electricity, low voltage",IS,WEU, 3, slanted-roof , CdTe, laminated, integrated, on roof
10568,"market for electricity, low voltage",IS,WEU, 3, slanted-roof , multi-Si, laminated, integrated, on roof
10569,"market for electricity, low voltage",IS,WEU, 3, slanted-roof , multi-Si, panel, mounted, on roof
10570,"market for electricity, low voltage",IS,WEU, 3, slanted-roof , single-Si, laminated, integrated, on roof
10571,"market for electricity, low voltage",IS,WEU, 3, slanted-roof , single-Si, panel, mounted, on roof
10572,"market for electricity, low voltage",IS,WEU, 3 , slanted-roof , CIS, laminated, integrated, on roof
10573,"market for electricity, low voltage",IS,WEU, 3 , slanted-roof , CdTe, panel, mounted, on roof
10574,"market for electricity, low voltage",IS,WEU, 3 , slanted-roof , micro-Si, laminated, integrated, on roof
10575,"market for electricity, low voltage",IS,WEU, 3 , slanted-roof , micro-Si, panel, mounted, on roof
10576,"market for electricity, low voltage",IS,WEU, 3, facade , multi-Si, laminated, integrated, at building
10577,"market for electricity, low voltage",IS,WEU, 3, facade , multi-Si, panel, mounted, at building
10578,"market for electricity, low voltage",IS,WEU, 3, facade , single-Si, laminated, integrated, at building
10579,"market for electricity, low voltage",IS,WEU, 3, facade , single-Si, panel, mounted, at building
10580,"market for electricity, low voltage",IS,WEU, 3, flat-roof , multi-Si, on roof,,
10581,"market for electricity, low voltage",IS,WEU, 3, flat-roof , single-Si, on roof,,
10582,"market for electricity, low voltage",IS,WEU, 3, slanted-roof , CIS, panel, mounted, on roof
10583,"market for electricity, low voltage",IS,WEU, 3, slanted-roof , CdTe, laminated, integrated, on roof
10584,"market for electricity, low voltage",IS,WEU, 3, slanted-roof , multi-Si, laminated, integrated, on roof
10585,"market for electricity, low voltage",IS,WEU, 3, slanted-roof , multi-Si, panel, mounted, on roof
10586,"market for electricity, low voltage",IS,WEU, 3, slanted-roof , single-Si, laminated, integrated, on roof
10587,"market for electricity, low voltage",IS,WEU, 3, slanted-roof , single-Si, panel, mounted, on roof
10588,"market for electricity, low voltage",IS,WEU, 3 , slanted-roof , CIS, laminated, integrated, on roof
10589,"market for electricity, low voltage",IS,WEU, 3 , slanted-roof , CdTe, panel, mounted, on roof
10590,"market for electricity, low voltage",IS,WEU, 3 , slanted-roof , micro-Si, laminated, integrated, on roof
10591,"market for electricity, low voltage",IS,WEU, 3 , slanted-roof , micro-Si, panel, mounted, on roof
10592,"market for electricity, low voltage",IS,WEU, 3, facade , multi-Si, laminated, integrated, at building
10593,"market for electricity, low voltage",IS,WEU, 3, facade , multi-Si, panel, mounted, at building
10594,"market for electricity, low voltage",IS,WEU, 3, facade , single-Si, laminated, integrated, at building
10595,"market for electricity, low voltage",IS,WEU, 3, facade , single-Si, panel, mounted, at building
10596,"market for electricity, low voltage",IS,WEU, 3, flat-roof , multi-Si, on roof,,
10597,"market for electricity, low voltage",IS,WEU, 3, flat-roof , single-Si, on roof,,
10598,"market for electricity, low voltage",IS,WEU, 3, slanted-roof , CIS, panel, mounted, on roof
10599,"market for electricity, low voltage",IS,WEU, 3, slanted-roof , CdTe, laminated, integrated, on roof
10600,"market for electricity, low voltage",IS,WEU, 3, slanted-roof , multi-Si, laminated, integrated, on roof
10601,"market for electricity, low voltage",IS,WEU, 3, slanted-roof , multi-Si, panel, mounted, on roof
10602,"market for electricity, low voltage",IS,WEU, 3, slanted-roof , single-Si, laminated, integrated, on roof
10603,"market for electricity, low voltage",IS,WEU, 3, slanted-roof , single-Si, panel, mounted, on roof
10604,"market for electricity, low voltage",IS,WEU, 3 , slanted-roof , CIS, laminated, integrated, on roof
10605,"market for electricity, low voltage",IS,WEU, 3 , slanted-roof , CdTe, panel, mounted, on roof
10606,"market for electricity, low voltage",IS,WEU, 3 , slanted-roof , micro-Si, laminated, integrated, on roof
10607,"market for electricity, low voltage",IS,WEU, 3 , slanted-roof , micro-Si, panel, mounted, on roof
10608,"market for electricity, low voltage",IS,WEU, 3, facade , multi-Si, laminated, integrated, at building
10609,"market for electricity, low voltage",IS,WEU, 3, facade , multi-Si, panel, mounted, at building
10610,"market for electricity, low voltage",IS,WEU, 3, facade , single-Si, laminated, integrated, at building
10611,"market for electricity, low voltage",IS,WEU, 3, facade , single-Si, panel, mounted, at building
10612,"market for electricity, low voltage",IS,WEU, 3, flat-roof , multi-Si, on roof,,
10613,"market for electricity, low voltage",IS,WEU, 3, flat-roof , single-Si, on roof,,
10614,"market for electricity, low voltage",IS,WEU, 3, slanted-roof , CIS, panel, mounted, on roof
10615,"market for electricity, low voltage",IS,WEU, 3, slanted-roof , CdTe, laminated, integrated, on roof
10616,"market for electricity, low voltage",IS,WEU, 3, slanted-roof , multi-Si, laminated, integrated, on roof
10617,"market for electricity, low voltage",IS,WEU, 3, slanted-roof , multi-Si, panel, mounted, on roof
10618,"market for electricity, low voltage",IS,WEU, 3, slanted-roof , single-Si, laminated, integrated, on roof
10619,"market for electricity, low voltage",IS,WEU, 3, slanted-roof , single-Si, panel, mounted, on roof
10620,"market for electricity, low voltage",IS,WEU, 3 , slanted-roof , CIS, laminated, integrated, on roof
10621,"market for electricity, low voltage",IS,WEU, 3 , slanted-roof , CdTe, panel, mounted, on roof
10622,"market for electricity, low voltage",IS,WEU, 3 , slanted-roof , micro-Si, laminated, integrated, on roof
10623,"market for electricity, low voltage",IS,WEU, 3 , slanted-roof , micro-Si, panel, mounted, on roof
10624,"market for electricity, low voltage",IS,WEU, 3, facade , multi-Si, laminated, integrated, at building
10625,"market for electricity, low voltage",IS,WEU, 3, facade , multi-Si, panel, mounted, at building
10626,"market for electricity, low voltage",IS,WEU, 3, facade , single-Si, laminated, integrated, at building
10627,"market for electricity, low voltage",IS,WEU, 3, facade , single-Si, panel, mounted, at building
10628,"market for electricity, low voltage",IS,WEU, 3, flat-roof , multi-Si, on roof,,
10629,"market for electricity, low voltage",IS,WEU, 3, flat-roof , single-Si, on roof,,
10630,"market for electricity, low voltage",IS,WEU, 3, slanted-roof , CIS, panel, mounted, on roof
10631,"market for electricity, low voltage",IS,WEU, 3, slanted-roof , CdTe, laminated, integrated, on roof
10632,"market for electricity, low voltage",IS,WEU, 3, slanted-roof , multi-Si, laminated, integrated, on roof
10633,"market for electricity, low voltage",IS,WEU, 3, slanted-roof , multi-Si, panel, mounted, on roof
10634,"market for electricity, low voltage",IS,WEU, 3, slanted-roof , single-Si, laminated, integrated, on roof
10635,"market for electricity, low voltage",IS,WEU, 3, slanted-roof , single-Si, panel, mounted, on roof
10636,"market for electricity, high voltage",CI,WAF, 156 , flat-roof , multi-Si, on roof,,
10637,"market for electricity, high voltage",CI,WAF, 156 , flat-roof , single-Si, on roof,,
10638,"market for electricity, high voltage",CI,WAF, 570 , open ground , CIS, on open ground,,
10639,"market for electricity, high voltage",CI,WAF, 570 , open ground , CdTe, on open ground,,
10640,"market for electricity, high voltage",CI,WAF, 570 , open ground , micro-Si, on open ground,,
10641,"market for electricity, high voltage",CI,WAF, 570 , open ground , multi-Si, on open ground,,
10642,"market for electricity, high voltage",CI,WAF, 570 , open ground , single-Si, on open ground,,
10643,"market for electricity, high voltage",CI,WAF, 93 , slanted-roof , multi-Si, laminated, integrated, on roof
10644,"market for electricity, high voltage",CI,WAF, 93 , slanted-roof , multi-Si, panel, mounted, on roof
10645,"market for electricity, high voltage",CI,WAF, 93 , slanted-roof , single-Si, laminated, integrated, on roof
10646,"market for electricity, high voltage",CI,WAF, 93 , slanted-roof , single-Si, panel, mounted, on roof
10647,"market for electricity, high voltage",KE,EAF, 156 , flat-roof , multi-Si, on roof,,
10648,"market for electricity, high voltage",KE,EAF, 156 , flat-roof , single-Si, on roof,,
10649,"market for electricity, high voltage",KE,EAF, 570 , open ground , CIS, on open ground,,
10650,"market for electricity, high voltage",KE,EAF, 570 , open ground , CdTe, on open ground,,
10651,"market for electricity, high voltage",KE,EAF, 570 , open ground , micro-Si, on open ground,,
10652,"market for electricity, high voltage",KE,EAF, 570 , open ground , multi-Si, on open ground,,
10653,"market for electricity, high voltage",KE,EAF, 570 , open ground , single-Si, on open ground,,
10654,"market for electricity, high voltage",KE,EAF, 93 , slanted-roof , multi-Si, laminated, integrated, on roof
10655,"market for electricity, high voltage",KE,EAF, 93 , slanted-roof , multi-Si, panel, mounted, on roof
10656,"market for electricity, high voltage",KE,EAF, 93 , slanted-roof , single-Si, laminated, integrated, on roof
10657,"market for electricity, high voltage",KE,EAF, 93 , slanted-roof , single-Si, panel, mounted, on roof
10658,"market for electricity, high voltage",LU,WEU, 156 , flat-roof , multi-Si, on roof,,
10659,"market for electricity, high voltage",LU,WEU, 156 , flat-roof , single-Si, on roof,,
10660,"market for electricity, high voltage",LU,WEU, 570 , open ground , CIS, on open ground,,
10661,"market for electricity, high voltage",LU,WEU, 570 , open ground , CdTe, on open ground,,
10662,"market for electricity, high voltage",LU,WEU, 570 , open ground , micro-Si, on open ground,,
10663,"market for electricity, high voltage",LU,WEU, 570 , open ground , multi-Si, on open ground,,
10664,"market for electricity, high voltage",LU,WEU, 570 , open ground , single-Si, on open ground,,
10665,"market for electricity, high voltage",LU,WEU, 93 , slanted-roof , multi-Si, laminated, integrated, on roof
10666,"market for electricity, high voltage",LU,WEU, 93 , slanted-roof , multi-Si, panel, mounted, on roof
10667,"market for electricity, high voltage",LU,WEU, 93 , slanted-roof , single-Si, laminated, integrated, on roof
10668,"market for electricity, high voltage",LU,WEU, 93 , slanted-roof , single-Si, panel, mounted, on roof
10669,"market for electricity, high voltage",LU,WEU, 156 , flat-roof , multi-Si, on roof,,
10670,"market for electricity, high voltage",LU,WEU, 156 , flat-roof , single-Si, on roof,,
10671,"market for electricity, high voltage",LU,WEU, 570 , open ground , CIS, on open ground,,
10672,"market for electricity, high voltage",LU,WEU, 570 , open ground , CdTe, on open ground,,
10673,"market for electricity, high voltage",LU,WEU, 570 , open ground , micro-Si, on open ground,,
10674,"market for electricity, high voltage",LU,WEU, 570 , open ground , multi-Si, on open ground,,
10675,"market for electricity, high voltage",LU,WEU, 570 , open ground , single-Si, on open ground,,
10676,"market for electricity, high voltage",LU,WEU, 93 , slanted-roof , multi-Si, laminated, integrated, on roof
10677,"market for electricity, high voltage",LU,WEU, 93 , slanted-roof , multi-Si, panel, mounted, on roof
10678,"market for electricity, high voltage",LU,WEU, 93 , slanted-roof , single-Si, laminated, integrated, on roof
10679,"market for electricity, high voltage",LU,WEU, 93 , slanted-roof , single-Si, panel, mounted, on roof
10680,"market for electricity, high voltage",LU,WEU, 156 , flat-roof , multi-Si, on roof,,
10681,"market for electricity, high voltage",LU,WEU, 156 , flat-roof , single-Si, on roof,,
10682,"market for electricity, high voltage",LU,WEU, 570 , open ground , CIS, on open ground,,
10683,"market for electricity, high voltage",LU,WEU, 570 , open ground , CdTe, on open ground,,
10684,"market for electricity, high voltage",LU,WEU, 570 , open ground , micro-Si, on open ground,,
10685,"market for electricity, high voltage",LU,WEU, 570 , open ground , multi-Si, on open ground,,
10686,"market for electricity, high voltage",LU,WEU, 570 , open ground , single-Si, on open ground,,
10687,"market for electricity, high voltage",LU,WEU, 93 , slanted-roof , multi-Si, laminated, integrated, on roof
10688,"market for electricity, high voltage",LU,WEU, 93 , slanted-roof , multi-Si, panel, mounted, on roof
10689,"market for electricity, high voltage",LU,WEU, 93 , slanted-roof , single-Si, laminated, integrated, on roof
10690,"market for electricity, high voltage",LU,WEU, 93 , slanted-roof , single-Si, panel, mounted, on roof
10691,"market for electricity, high voltage",LU,WEU, 156 , flat-roof , multi-Si, on roof,,
10692,"market for electricity, high voltage",LU,WEU, 156 , flat-roof , single-Si, on roof,,
10693,"market for electricity, high voltage",LU,WEU, 570 , open ground , CIS, on open ground,,
10694,"market for electricity, high voltage",LU,WEU, 570 , open ground , CdTe, on open ground,,
10695,"market for electricity, high voltage",LU,WEU, 570 , open ground , micro-Si, on open ground,,
10696,"market for electricity, high voltage",LU,WEU, 570 , open ground , multi-Si, on open ground,,
10697,"market for electricity, high voltage",LU,WEU, 570 , open ground , single-Si, on open ground,,
10698,"market for electricity, high voltage",LU,WEU, 93 , slanted-roof , multi-Si, laminated, integrated, on roof
10699,"market for electricity, high voltage",LU,WEU, 93 , slanted-roof , multi-Si, panel, mounted, on roof
10700,"market for electricity, high voltage",LU,WEU, 93 , slanted-roof , single-Si, laminated, integrated, on roof
10701,"market for electricity, high voltage",LU,WEU, 93 , slanted-roof , single-Si, panel, mounted, on roof
10702,"market for electricity, high voltage",LU,WEU, 156 , flat-roof , multi-Si, on roof,,
10703,"market for electricity, high voltage",LU,WEU, 156 , flat-roof , single-Si, on roof,,
10704,"market for electricity, high voltage",LU,WEU, 570 , open ground , CIS, on open ground,,
10705,"market for electricity, high voltage",LU,WEU, 570 , open ground , CdTe, on open ground,,
10706,"market for electricity, high voltage",LU,WEU, 570 , open ground , micro-Si, on open ground,,
10707,"market for electricity, high voltage",LU,WEU, 570 , open ground , multi-Si, on open ground,,
10708,"market for electricity, high voltage",LU,WEU, 570 , open ground , single-Si, on open ground,,
10709,"market for electricity, high voltage",LU,WEU, 93 , slanted-roof , multi-Si, laminated, integrated, on roof
10710,"market for electricity, high voltage",LU,WEU, 93 , slanted-roof , multi-Si, panel, mounted, on roof
10711,"market for electricity, high voltage",LU,WEU, 93 , slanted-roof , single-Si, laminated, integrated, on roof
10712,"market for electricity, high voltage",LU,WEU, 93 , slanted-roof , single-Si, panel, mounted, on roof
10713,"market for electricity, high voltage",LU,WEU, 156 , flat-roof , multi-Si, on roof,,
10714,"market for electricity, high voltage",LU,WEU, 156 , flat-roof , single-Si, on roof,,
10715,"market for electricity, high voltage",LU,WEU, 570 , open ground , CIS, on open ground,,
10716,"market for electricity, high voltage",LU,WEU, 570 , open ground , CdTe, on open ground,,
10717,"market for electricity, high voltage",LU,WEU, 570 , open ground , micro-Si, on open ground,,
10718,"market for electricity, high voltage",LU,WEU, 570 , open ground , multi-Si, on open ground,,
10719,"market for electricity, high voltage",LU,WEU, 570 , open ground , single-Si, on open ground,,
10720,"market for electricity, high voltage",LU,WEU, 93 , slanted-roof , multi-Si, laminated, integrated, on roof
10721,"market for electricity, high voltage",LU,WEU, 93 , slanted-roof , multi-Si, panel, mounted, on roof
10722,"market for electricity, high voltage",LU,WEU, 93 , slanted-roof , single-Si, laminated, integrated, on roof
10723,"market for electricity, high voltage",LU,WEU, 93 , slanted-roof , single-Si, panel, mounted, on roof
10724,"market for electricity, high voltage",LU,WEU, 156 , flat-roof , multi-Si, on roof,,
10725,"market for electricity, high voltage",LU,WEU, 156 , flat-roof , single-Si, on roof,,
10726,"market for electricity, high voltage",LU,WEU, 570 , open ground , CIS, on open ground,,
10727,"market for electricity, high voltage",LU,WEU, 570 , open ground , CdTe, on open ground,,
10728,"market for electricity, high voltage",LU,WEU, 570 , open ground , micro-Si, on open ground,,
10729,"market for electricity, high voltage",LU,WEU, 570 , open ground , multi-Si, on open ground,,
10730,"market for electricity, high voltage",LU,WEU, 570 , open ground , single-Si, on open ground,,
10731,"market for electricity, high voltage",LU,WEU, 93 , slanted-roof , multi-Si, laminated, integrated, on roof
10732,"market for electricity, high voltage",LU,WEU, 93 , slanted-roof , multi-Si, panel, mounted, on roof
10733,"market for electricity, high voltage",LU,WEU, 93 , slanted-roof , single-Si, laminated, integrated, on roof
10734,"market for electricity, high voltage",LU,WEU, 93 , slanted-roof , single-Si, panel, mounted, on roof
10735,"market for electricity, high voltage",LU,WEU, 156 , flat-roof , multi-Si, on roof,,
10736,"market for electricity, high voltage",LU,WEU, 156 , flat-roof , single-Si, on roof,,
10737,"market for electricity, high voltage",LU,WEU, 570 , open ground , CIS, on open ground,,
10738,"market for electricity, high voltage",LU,WEU, 570 , open ground , CdTe, on open ground,,
10739,"market for electricity, high voltage",LU,WEU, 570 , open ground , micro-Si, on open ground,,
10740,"market for electricity, high voltage",LU,WEU, 570 , open ground , multi-Si, on open ground,,
10741,"market for electricity, high voltage",LU,WEU, 570 , open ground , single-Si, on open ground,,
10742,"market for electricity, high voltage",LU,WEU, 93 , slanted-roof , multi-Si, laminated, integrated, on roof
10743,"market for electricity, high voltage",LU,WEU, 93 , slanted-roof , multi-Si, panel, mounted, on roof
10744,"market for electricity, high voltage",LU,WEU, 93 , slanted-roof , single-Si, laminated, integrated, on roof
10745,"market for electricity, high voltage",LU,WEU, 93 , slanted-roof , single-Si, panel, mounted, on roof
10746,"market for electricity, high voltage",LU,WEU, 156 , flat-roof , multi-Si, on roof,,
10747,"market for electricity, high voltage",LU,WEU, 156 , flat-roof , single-Si, on roof,,
10748,"market for electricity, high voltage",LU,WEU, 570 , open ground , CIS, on open ground,,
10749,"market for electricity, high voltage",LU,WEU, 570 , open ground , CdTe, on open ground,,
10750,"market for electricity, high voltage",LU,WEU, 570 , open ground , micro-Si, on open ground,,
10751,"market for electricity, high voltage",LU,WEU, 570 , open ground , multi-Si, on open ground,,
10752,"market for electricity, high voltage",LU,WEU, 570 , open ground , single-Si, on open ground,,
10753,"market for electricity, high voltage",LU,WEU, 93 , slanted-roof , multi-Si, laminated, integrated, on roof
10754,"market for electricity, high voltage",LU,WEU, 93 , slanted-roof , multi-Si, panel, mounted, on roof
10755,"market for electricity, high voltage",LU,WEU, 93 , slanted-roof , single-Si, laminated, integrated, on roof
10756,"market for electricity, high voltage",LU,WEU, 93 , slanted-roof , single-Si, panel, mounted, on roof
10757,"market for electricity, high voltage",LU,WEU, 156 , flat-roof , multi-Si, on roof,,
10758,"market for electricity, high voltage",LU,WEU, 156 , flat-roof , single-Si, on roof,,
10759,"market for electricity, high voltage",LU,WEU, 570 , open ground , CIS, on open ground,,
10760,"market for electricity, high voltage",LU,WEU, 570 , open ground , CdTe, on open ground,,
10761,"market for electricity, high voltage",LU,WEU, 570 , open ground , micro-Si, on open ground,,
10762,"market for electricity, high voltage",LU,WEU, 570 , open ground , multi-Si, on open ground,,
10763,"market for electricity, high voltage",LU,WEU, 570 , open ground , single-Si, on open ground,,
10764,"market for electricity, high voltage",LU,WEU, 93 , slanted-roof , multi-Si, laminated, integrated, on roof
10765,"market for electricity, high voltage",LU,WEU, 93 , slanted-roof , multi-Si, panel, mounted, on roof
10766,"market for electricity, high voltage",LU,WEU, 93 , slanted-roof , single-Si, laminated, integrated, on roof
10767,"market for electricity, high voltage",LU,WEU, 93 , slanted-roof , single-Si, panel, mounted, on roof
10768,"market for electricity, high voltage",LU,WEU, 156 , flat-roof , multi-Si, on roof,,
10769,"market for electricity, high voltage",LU,WEU, 156 , flat-roof , single-Si, on roof,,
10770,"market for electricity, high voltage",LU,WEU, 570 , open ground , CIS, on open ground,,
10771,"market for electricity, high voltage",LU,WEU, 570 , open ground , CdTe, on open ground,,
10772,"market for electricity, high voltage",LU,WEU, 570 , open ground , micro-Si, on open ground,,
10773,"market for electricity, high voltage",LU,WEU, 570 , open ground , multi-Si, on open ground,,
10774,"market for electricity, high voltage",LU,WEU, 570 , open ground , single-Si, on open ground,,
10775,"market for electricity, high voltage",LU,WEU, 93 , slanted-roof , multi-Si, laminated, integrated, on roof
10776,"market for electricity, high voltage",LU,WEU, 93 , slanted-roof , multi-Si, panel, mounted, on roof
10777,"market for electricity, high voltage",LU,WEU, 93 , slanted-roof , single-Si, laminated, integrated, on roof
10778,"market for electricity, high voltage",LU,WEU, 93 , slanted-roof , single-Si, panel, mounted, on roof
10779,"market for electricity, high voltage",LU,WEU, 156 , flat-roof , multi-Si, on roof,,
10780,"market for electricity, high voltage",LU,WEU, 156 , flat-roof , single-Si, on roof,,
10781,"market for electricity, high voltage",LU,WEU, 570 , open ground , CIS, on open ground,,
10782,"market for electricity, high voltage",LU,WEU, 570 , open ground , CdTe, on open ground,,
10783,"market for electricity, high voltage",LU,WEU, 570 , open ground , micro-Si, on open ground,,
10784,"market for electricity, high voltage",LU,WEU, 570 , open ground , multi-Si, on open ground,,
10785,"market for electricity, high voltage",LU,WEU, 570 , open ground , single-Si, on open ground,,
10786,"market for electricity, high voltage",LU,WEU, 93 , slanted-roof , multi-Si, laminated, integrated, on roof
10787,"market for electricity, high voltage",LU,WEU, 93 , slanted-roof , multi-Si, panel, mounted, on roof
10788,"market for electricity, high voltage",LU,WEU, 93 , slanted-roof , single-Si, laminated, integrated, on roof
10789,"market for electricity, high voltage",LU,WEU, 93 , slanted-roof , single-Si, panel, mounted, on roof
10790,"market for electricity, high voltage",LU,WEU, 156 , flat-roof , multi-Si, on roof,,
10791,"market for electricity, high voltage",LU,WEU, 156 , flat-roof , single-Si, on roof,,
10792,"market for electricity, high voltage",LU,WEU, 570 , open ground , CIS, on open ground,,
10793,"market for electricity, high voltage",LU,WEU, 570 , open ground , CdTe, on open ground,,
10794,"market for electricity, high voltage",LU,WEU, 570 , open ground , micro-Si, on open ground,,
10795,"market for electricity, high voltage",LU,WEU, 570 , open ground , multi-Si, on open ground,,
10796,"market for electricity, high voltage",LU,WEU, 570 , open ground , single-Si, on open ground,,
10797,"market for electricity, high voltage",LU,WEU, 93 , slanted-roof , multi-Si, laminated, integrated, on roof
10798,"market for electricity, high voltage",LU,WEU, 93 , slanted-roof , multi-Si, panel, mounted, on roof
10799,"market for electricity, high voltage",LU,WEU, 93 , slanted-roof , single-Si, laminated, integrated, on roof
10800,"market for electricity, high voltage",LU,WEU, 93 , slanted-roof , single-Si, panel, mounted, on roof
10801,"market for electricity, high voltage",LU,WEU, 156 , flat-roof , multi-Si, on roof,,
10802,"market for electricity, high voltage",LU,WEU, 156 , flat-roof , single-Si, on roof,,
10803,"market for electricity, high voltage",LU,WEU, 570 , open ground , CIS, on open ground,,
10804,"market for electricity, high voltage",LU,WEU, 570 , open ground , CdTe, on open ground,,
10805,"market for electricity, high voltage",LU,WEU, 570 , open ground , micro-Si, on open ground,,
10806,"market for electricity, high voltage",LU,WEU, 570 , open ground , multi-Si, on open ground,,
10807,"market for electricity, high voltage",LU,WEU, 570 , open ground , single-Si, on open ground,,
10808,"market for electricity, high voltage",LU,WEU, 93 , slanted-roof , multi-Si, laminated, integrated, on roof
10809,"market for electricity, high voltage",LU,WEU, 93 , slanted-roof , multi-Si, panel, mounted, on roof
10810,"market for electricity, high voltage",LU,WEU, 93 , slanted-roof , single-Si, laminated, integrated, on roof
10811,"market for electricity, high voltage",LU,WEU, 93 , slanted-roof , single-Si, panel, mounted, on roof
10812,"market for electricity, high voltage",LU,WEU, 156 , flat-roof , multi-Si, on roof,,
10813,"market for electricity, high voltage",LU,WEU, 156 , flat-roof , single-Si, on roof,,
10814,"market for electricity, high voltage",LU,WEU, 570 , open ground , CIS, on open ground,,
10815,"market for electricity, high voltage",LU,WEU, 570 , open ground , CdTe, on open ground,,
10816,"market for electricity, high voltage",LU,WEU, 570 , open ground , micro-Si, on open ground,,
10817,"market for electricity, high voltage",LU,WEU, 570 , open ground , multi-Si, on open ground,,
10818,"market for electricity, high voltage",LU,WEU, 570 , open ground , single-Si, on open ground,,
10819,"market for electricity, high voltage",LU,WEU, 93 , slanted-roof , multi-Si, laminated, integrated, on roof
10820,"market for electricity, high voltage",LU,WEU, 93 , slanted-roof , multi-Si, panel, mounted, on roof
10821,"market for electricity, high voltage",LU,WEU, 93 , slanted-roof , single-Si, laminated, integrated, on roof
10822,"market for electricity, high voltage",LU,WEU, 93 , slanted-roof , single-Si, panel, mounted, on roof
10823,"market for electricity, high voltage",LU,WEU, 156 , flat-roof , multi-Si, on roof,,
10824,"market for electricity, high voltage",LU,WEU, 156 , flat-roof , single-Si, on roof,,
10825,"market for electricity, high voltage",LU,WEU, 570 , open ground , CIS, on open ground,,
10826,"market for electricity, high voltage",LU,WEU, 570 , open ground , CdTe, on open ground,,
10827,"market for electricity, high voltage",LU,WEU, 570 , open ground , micro-Si, on open ground,,
10828,"market for electricity, high voltage",LU,WEU, 570 , open ground , multi-Si, on open ground,,
10829,"market for electricity, high voltage",LU,WEU, 570 , open ground , single-Si, on open ground,,
10830,"market for electricity, high voltage",LU,WEU, 93 , slanted-roof , multi-Si, laminated, integrated, on roof
10831,"market for electricity, high voltage",LU,WEU, 93 , slanted-roof , multi-Si, panel, mounted, on roof
10832,"market for electricity, high voltage",LU,WEU, 93 , slanted-roof , single-Si, laminated, integrated, on roof
10833,"market for electricity, high voltage",LU,WEU, 93 , slanted-roof , single-Si, panel, mounted, on roof
10834,"market for electricity, high voltage",LU,WEU, 156 , flat-roof , multi-Si, on roof,,
10835,"market for electricity, high voltage",LU,WEU, 156 , flat-roof , single-Si, on roof,,
10836,"market for electricity, high voltage",LU,WEU, 570 , open ground , CIS, on open ground,,
10837,"market for electricity, high voltage",LU,WEU, 570 , open ground , CdTe, on open ground,,
10838,"market for electricity, high voltage",LU,WEU, 570 , open ground , micro-Si, on open ground,,
10839,"market for electricity, high voltage",LU,WEU, 570 , open ground , multi-Si, on open ground,,
10840,"market for electricity, high voltage",LU,WEU, 570 , open ground , single-Si, on open ground,,
10841,"market for electricity, high voltage",LU,WEU, 93 , slanted-roof , multi-Si, laminated, integrated, on roof
10842,"market for electricity, high voltage",LU,WEU, 93 , slanted-roof , multi-Si, panel, mounted, on roof
10843,"market for electricity, high voltage",LU,WEU, 93 , slanted-roof , single-Si, laminated, integrated, on roof
10844,"market for electricity, high voltage",LU,WEU, 93 , slanted-roof , single-Si, panel, mounted, on roof
10845,"market for electricity, high voltage",KW,ME, 156 , flat-roof , multi-Si, on roof,,
10846,"market for electricity, high voltage",KW,ME, 156 , flat-roof , single-Si, on roof,,
10847,"market for electricity, high voltage",KW,ME, 570 , open ground , CIS, on open ground,,
10848,"market for electricity, high voltage",KW,ME, 570 , open ground , CdTe, on open ground,,
10849,"market for electricity, high voltage",KW,ME, 570 , open ground , micro-Si, on open ground,,
10850,"market for electricity, high voltage",KW,ME, 570 , open ground , multi-Si, on open ground,,
10851,"market for electricity, high voltage",KW,ME, 570 , open ground , single-Si, on open ground,,
